Filename,Expert_1,Expert_2,Expert_3,Expert_4,Expert_5,Majority
1908.png,Normal,Normal,Normal,Normal,Normal,Normal
1909.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1910.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1911.png,Normal,Normal,Normal,Atypical,Normal,Normal
1912.png,Atypical,Atypical,Normal,Normal,Normal,Normal
1913.png,Normal,Normal,Normal,Normal,Normal,Normal
1914.png,Normal,Normal,Normal,Normal,Normal,Normal
1915.png,Normal,Normal,Atypical,Normal,Normal,Normal
1916.png,Normal,Atypical,Normal,Normal,Normal,Normal
1917.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1918.png,Normal,Normal,Normal,Normal,Normal,Normal
1919.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1920.png,Normal,Normal,Normal,Normal,Normal,Normal
1921.png,Normal,Normal,Normal,Normal,Normal,Normal
1922.png,Normal,Atypical,Atypical,Normal,Normal,Normal
1923.png,Normal,Normal,Normal,Normal,Normal,Normal
1924.png,Normal,Normal,Normal,Normal,Normal,Normal
1925.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1926.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1927.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1928.png,Normal,Normal,Normal,Normal,Normal,Normal
1929.png,Normal,Normal,Normal,Normal,Normal,Normal
1930.png,Normal,Normal,Normal,Normal,Normal,Normal
1931.png,Normal,Normal,Normal,Normal,Normal,Normal
1932.png,Normal,Normal,Atypical,Normal,Normal,Normal
1933.png,Normal,Normal,Normal,Normal,Normal,Normal
1934.png,Normal,Normal,Atypical,Normal,Normal,Normal
1935.png,Normal,Normal,Normal,Normal,Normal,Normal
1936.png,Normal,Normal,Normal,Normal,Normal,Normal
1937.png,Normal,Atypical,Normal,Normal,Normal,Normal
1938.png,Normal,Normal,Normal,Atypical,Normal,Normal
1939.png,Normal,Normal,Normal,Normal,Normal,Normal
1940.png,Normal,Normal,Normal,Normal,Normal,Normal
1941.png,Normal,Normal,Normal,Normal,Normal,Normal
1942.png,Normal,Normal,Normal,Normal,Normal,Normal
1943.png,Normal,Normal,Normal,Atypical,Atypical,Normal
1944.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1945.png,Normal,Normal,Normal,Normal,Normal,Normal
1946.png,Normal,Normal,Normal,Normal,Normal,Normal
1947.png,Normal,Normal,Normal,Normal,Normal,Normal
1948.png,Normal,Normal,Normal,Normal,Normal,Normal
1949.png,Normal,Normal,Normal,Normal,Normal,Normal
1950.png,Normal,Normal,Normal,Normal,Normal,Normal
1951.png,Normal,Normal,Normal,Normal,Normal,Normal
1952.png,Normal,Normal,Normal,Normal,Normal,Normal
1953.png,Normal,Normal,Normal,Normal,Normal,Normal
1954.png,Normal,Normal,Normal,Atypical,Normal,Normal
1955.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1956.png,Normal,Normal,Normal,Normal,Normal,Normal
1957.png,Normal,Normal,Normal,Normal,Normal,Normal
1958.png,Normal,Normal,Normal,Normal,Normal,Normal
1959.png,Normal,Normal,Normal,Normal,Normal,Normal
1960.png,Normal,Normal,Normal,Normal,Normal,Normal
1961.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1962.png,Normal,Normal,Normal,Normal,Normal,Normal
1963.png,Normal,Normal,Normal,Normal,Atypical,Normal
1964.png,Normal,Normal,Normal,Atypical,Normal,Normal
1965.png,Normal,Normal,Normal,Normal,Normal,Normal
1966.png,Normal,Normal,Normal,Normal,Normal,Normal
1967.png,Normal,Normal,Normal,Normal,Normal,Normal
1968.png,Normal,Normal,Normal,Normal,Normal,Normal
1969.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1970.png,Normal,Normal,Normal,Normal,Normal,Normal
1971.png,Normal,Atypical,Normal,Atypical,Atypical,Atypical
1972.png,Normal,Atypical,Normal,Atypical,Atypical,Atypical
1973.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1974.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1975.png,Normal,Normal,Normal,Normal,Normal,Normal
1976.png,Normal,Normal,Normal,Normal,Normal,Normal
1977.png,Normal,Atypical,Normal,Normal,Normal,Normal
1978.png,Normal,Normal,Normal,Normal,Normal,Normal
1979.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1980.png,Normal,Atypical,Atypical,Atypical,Atypical,Atypical
1981.png,Normal,Normal,Normal,Normal,Normal,Normal
1982.png,Normal,Normal,Normal,Normal,Normal,Normal
1983.png,Normal,Normal,Normal,Normal,Normal,Normal
1984.png,Normal,Normal,Normal,Normal,Normal,Normal
1985.png,Normal,Atypical,Atypical,Normal,Normal,Normal
1986.png,Normal,Normal,Atypical,Normal,Normal,Normal
1987.png,Normal,Atypical,Normal,Normal,Normal,Normal
1988.png,Normal,Normal,Normal,Normal,Normal,Normal
1989.png,Normal,Normal,Normal,Normal,Normal,Normal
1990.png,Normal,Normal,Normal,Normal,Normal,Normal
1991.png,Normal,Normal,Normal,Normal,Normal,Normal
1992.png,Normal,Normal,Normal,Normal,Normal,Normal
1993.png,Normal,Normal,Atypical,Normal,Normal,Normal
1994.png,Normal,Normal,Normal,Normal,Atypical,Normal
1995.png,Normal,Atypical,Atypical,Atypical,Normal,Atypical
1996.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1997.png,Normal,Normal,Normal,Normal,Normal,Normal
1998.png,Normal,Normal,Normal,Normal,Normal,Normal
1999.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
2000.png,Normal,Normal,Normal,Normal,Normal,Normal
2001.png,Normal,Normal,Normal,Normal,Normal,Normal
2002.png,Normal,Normal,Normal,Normal,Normal,Normal
2003.png,Normal,Normal,Atypical,Atypical,Normal,Normal
2004.png,Normal,Normal,Normal,Normal,Normal,Normal
2005.png,Normal,Normal,Normal,Normal,Normal,Normal
2006.png,Normal,Normal,Normal,Normal,Normal,Normal
2007.png,Normal,Normal,Normal,Normal,Normal,Normal
2008.png,Normal,Normal,Normal,Normal,Normal,Normal
2009.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
2010.png,Normal,Atypical,Normal,Normal,Normal,Normal
2011.png,Normal,Normal,Normal,Normal,Normal,Normal
2012.png,Normal,Normal,Normal,Normal,Normal,Normal
2013.png,Normal,Atypical,Normal,Normal,Normal,Normal
2014.png,Normal,Normal,Normal,Normal,Normal,Normal
2015.png,Normal,Normal,Normal,Normal,Normal,Normal
2016.png,Normal,Normal,Normal,Normal,Normal,Normal
2017.png,Normal,Normal,Normal,Normal,Normal,Normal
2018.png,Normal,Normal,Normal,Normal,Normal,Normal
2019.png,Normal,Normal,Atypical,Normal,Normal,Normal
2020.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
2021.png,Normal,Normal,Normal,Normal,Normal,Normal
2022.png,Normal,Normal,Atypical,Normal,Normal,Normal
2023.png,Normal,Normal,Normal,Normal,Normal,Normal
2024.png,Normal,Normal,Normal,Normal,Normal,Normal
2025.png,Normal,Normal,Normal,Normal,Normal,Normal
2026.png,Normal,Normal,Normal,Normal,Normal,Normal
2027.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
2028.png,Normal,Normal,Normal,Normal,Normal,Normal
2029.png,Normal,Normal,Normal,Normal,Normal,Normal
2030.png,Normal,Normal,Normal,Normal,Normal,Normal
2031.png,Normal,Normal,Normal,Normal,Normal,Normal
2032.png,Normal,Atypical,Normal,Normal,Normal,Normal
2033.png,Normal,Normal,Normal,Normal,Normal,Normal
2034.png,Normal,Normal,Normal,Normal,Normal,Normal
2035.png,Normal,Normal,Normal,Normal,Normal,Normal
2036.png,Normal,Normal,Normal,Normal,Normal,Normal
2037.png,Normal,Normal,Normal,Normal,Normal,Normal
2038.png,Normal,Normal,Normal,Normal,Normal,Normal
2039.png,Normal,Normal,Normal,Normal,Normal,Normal
2040.png,Normal,Normal,Normal,Normal,Normal,Normal
2041.png,Normal,Normal,Normal,Normal,Normal,Normal
2042.png,Normal,Atypical,Normal,Atypical,Normal,Normal
2043.png,Normal,Atypical,Atypical,Atypical,Atypical,Atypical
2044.png,Normal,Normal,Normal,Normal,Normal,Normal
2045.png,Normal,Normal,Normal,Normal,Normal,Normal
2046.png,Normal,Normal,Normal,Normal,Normal,Normal
2047.png,Normal,Normal,Normal,Normal,Normal,Normal
2048.png,Normal,Normal,Normal,Normal,Normal,Normal
2049.png,Normal,Normal,Normal,Normal,Normal,Normal
2050.png,Normal,Normal,Normal,Normal,Normal,Normal
2051.png,Atypical,Normal,Normal,Normal,Normal,Normal
2052.png,Normal,Normal,Normal,Normal,Atypical,Normal
2053.png,Normal,Normal,Normal,Normal,Normal,Normal
2054.png,Atypical,Normal,Normal,Normal,Normal,Normal
2055.png,Normal,Atypical,Atypical,Atypical,Atypical,Atypical
2056.png,Normal,Normal,Normal,Normal,Normal,Normal
2057.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
2058.png,Normal,Normal,Normal,Normal,Normal,Normal
2059.png,Normal,Normal,Normal,Normal,Normal,Normal
2060.png,Normal,Normal,Normal,Normal,Normal,Normal
2061.png,Normal,Normal,Normal,Normal,Normal,Normal
2062.png,Normal,Normal,Normal,Normal,Normal,Normal
2063.png,Normal,Normal,Normal,Normal,Normal,Normal
2064.png,Normal,Normal,Normal,Normal,Normal,Normal
2065.png,Normal,Normal,Normal,Normal,Normal,Normal
2066.png,Normal,Normal,Normal,Normal,Normal,Normal
2067.png,Normal,Normal,Normal,Normal,Normal,Normal
2068.png,Normal,Atypical,Normal,Normal,Normal,Normal
2069.png,Normal,Normal,Normal,Normal,Normal,Normal
2070.png,Normal,Normal,Normal,Normal,Normal,Normal
2071.png,Normal,Atypical,Normal,Normal,Normal,Normal
2072.png,Normal,Normal,Normal,Normal,Normal,Normal
2073.png,Normal,Normal,Normal,Normal,Normal,Normal
2074.png,Normal,Normal,Normal,Normal,Normal,Normal
2075.png,Normal,Atypical,Atypical,Atypical,Atypical,Atypical
2076.png,Normal,Normal,Normal,Normal,Normal,Normal
2077.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
2078.png,Normal,Atypical,Normal,Normal,Normal,Normal
2079.png,Normal,Normal,Normal,Normal,Normal,Normal
2080.png,Normal,Atypical,Atypical,Normal,Atypical,Atypical
2081.png,Normal,Normal,Atypical,Normal,Normal,Normal
2082.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
2083.png,Normal,Normal,Atypical,Atypical,Normal,Normal
2084.png,Normal,Normal,Normal,Normal,Normal,Normal
2085.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
2086.png,Normal,Normal,Normal,Normal,Normal,Normal
2087.png,Normal,Atypical,Normal,Normal,Normal,Normal
2088.png,Normal,Normal,Normal,Normal,Normal,Normal
2089.png,Normal,Normal,Atypical,Normal,Normal,Normal
2090.png,Normal,Normal,Normal,Normal,Normal,Normal
2091.png,Normal,Normal,Normal,Normal,Normal,Normal
2092.png,Normal,Normal,Normal,Normal,Normal,Normal
2093.png,Normal,Normal,Normal,Normal,Normal,Normal
2094.png,Normal,Normal,Normal,Normal,Normal,Normal
2095.png,Normal,Normal,Normal,Normal,Normal,Normal
2096.png,Normal,Normal,Normal,Normal,Normal,Normal
2097.png,Normal,Normal,Normal,Normal,Normal,Normal
2098.png,Normal,Normal,Normal,Normal,Normal,Normal
2099.png,Normal,Normal,Normal,Normal,Normal,Normal
2100.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
2101.png,Normal,Normal,Normal,Normal,Normal,Normal
2102.png,Normal,Normal,Normal,Normal,Normal,Normal
2103.png,Normal,Normal,Normal,Normal,Normal,Normal
2104.png,Normal,Atypical,Normal,Normal,Normal,Normal
2105.png,Normal,Normal,Normal,Normal,Normal,Normal
2106.png,Normal,Atypical,Normal,Normal,Normal,Normal
2107.png,Normal,Normal,Normal,Atypical,Normal,Normal
